0.0,15.479434375000011,3.3700000000000006,3.225,
1.0,4.613249833984376,2.3492500000000005,1.6856249999999993,
2.0,2.4903211063851765,3.0128312500000005,2.0500706249999996,
3.0,1.819943231505548,2.9823048812500006,1.6979790956249996,
4.0,1.454679266027063,3.1949646341312503,1.6534821411206246,
5.0,1.198578002737442,3.2867956413333816,1.511452548040145,
6.0,1.00671834304013,3.403823587134723,1.4278916571552358,
7.0,0.8609270858026178,3.4915753321326184,1.339039530050222,
8.0,0.7498199867884007,3.5738776957081457,1.2676736956955406,
9.0,0.6650957668371813,3.6435288804242534,1.202905990624761,
10.0,0.600482020155562,3.705227890033677,1.1473027896358021,
11.0,0.5512040648662718,3.7587676095395475,1.0983682342028638,
12.0,0.5136218358978208,3.80565829531406,1.0557810563808034,
13.0,0.48495941870763953,3.846555423074312,1.0185316451570676,
14.0,0.46309977005082736,3.882291690473341,0.9860243112366127,
15.0,0.4464283129570072,3.9134921910629363,0.9576266353356221,
16.0,0.433713676586416,3.940742877057439,0.9328303406260977,
17.0,0.4240167450351888,3.9645397485227902,0.9111742791071372,
18.0,0.4166212931481494,3.9853221287193406,0.8922625029490341,
19.0,0.4109810853846751,4.003471261757911,0.8757465719405905,
20.0,0.40667953030710924,4.019321038204801,0.8613232346137631,
21.0,0.40339891071624895,4.033162673654769,0.8487272513960668,
22.0,0.40089691673828626,4.0452506337169085,0.8377271481001836,
23.0,0.39898874857297917,4.0558070868119565,0.8281207145644808,
24.0,0.39753346699390185,4.065026075867964,0.8197313846446386,
25.0,0.39642358343494394,4.073077050434267,0.8124049528238624,
26.0,0.3955771207763388,4.080107994851247,0.806006754687531,
27.0,0.39493155843186545,4.08624814300223,0.8004191858421579,
28.0,0.39443921451525515,4.09161035582011,0.7955395425460258,
29.0,0.394063724007951,4.096293194942037,0.7912781330341617,
30.0,0.39377735280213433,4.100382734671089,0.7875566292656999,
31.0,0.3935589492315375,4.103954143963936,0.7843066270543055,
32.0,0.3933923817880215,4.1070730681449685,0.7814683887995497,
